id;Product;Specification;Filename;Page
348;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel  Xeon  Gold 6434 3.7G, 8C/16T, 16GT/s, 23M Cache, Turbo, HT (195W) DDR5-4800 (Qty=1);BOQ1.pdf;6
349;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Additional Processor (Qty=1);BOQ1.pdf;6
350;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Heatsink for 1 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;6
351;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Performance Optimized (Qty=1);BOQ1.pdf;6
352;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;6
353;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;32GB RDIMM, 4800MT/s Dual Rank (Qty=8);BOQ1.pdf;6
354;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;C49, No RAID for drives on x16BP (Qty=1);BOQ1.pdf;6
355;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;6
356;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;6
357;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;6
358;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;6
359;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;480GB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;6
360;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;6
361;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Performance BIOS Setting (Qty=1);BOQ1.pdf;6
362;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;6
363;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;6
364;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Dual, Hot-Plug,Power Supply Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;6
365;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;6
366;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;6
367;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Spesifikasi Teknis (Qty=1);BOQ1.pdf;7
368;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Riser Config 9, 3x8 FH Slots (Gen5), 1x16 LP Slot (Gen4) (Qty=1);BOQ1.pdf;7
369;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Motherboard supports ONLY CPUs below 250W (cannot upgrade to CPUs 250W and above) (Qty=1);BOQ1.pdf;7
370;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;7
371;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;7
372;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=2);BOQ1.pdf;7
373;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;7
374;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Cables Required (Qty=1);BOQ1.pdf;7
375;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;7
376;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Assembly BOSS Blank (Qty=1);BOQ1.pdf;7
377;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=6);BOQ1.pdf;7
378;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;7
379;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;7
380;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Media Required (Qty=1);BOQ1.pdf;7
381;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;7
382;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;7
383;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;7
384;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Quick Sync (Qty=1);BOQ1.pdf;7
385;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;7
386;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;7
387;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;7
388;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;7
389;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;7
390;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Fan Foam, HDD 2U (Qty=1);BOQ1.pdf;7
391;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;7
392;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;7
393;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Specification each unit : (Qty=1);BOQ1.pdf;7
394;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge R760 Server (Qty=1);BOQ1.pdf;7
395;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;7
396;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;"2.5"" Chassis with up to 24 Drives (16 SAS/SATA + 8 NVMe Direct), Front PERC 12 (Qty=1)";BOQ1.pdf;7
397;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;7
398;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;7
399;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Heatsink for 2 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;7
400;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Performance Optimized (Qty=1);BOQ1.pdf;7
401;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;7
402;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;32GB RDIMM, 4800MT/s Dual Rank (Qty=4);BOQ1.pdf;7
403;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Unconfigured RAID (Qty=1);BOQ1.pdf;7
404;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;7
405;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;7
406;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;3.84TB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;7
407;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Performance BIOS Setting (Qty=1);BOQ1.pdf;7
408;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;7
409;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;7
410;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Dual, Hot-Plug,Power Supply Fault Tolerant Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;7
411;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Spesifikasi Teknis (Qty=1);BOQ1.pdf;8
412;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;8
413;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;8
414;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Riser Config 1, 6x8 FH Slots (Gen4), 2x16 LP Slots (Gen4) (Qty=1);BOQ1.pdf;8
415;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Motherboard supports ALL CPUs (required for CPUs 250W and above) (Qty=1);BOQ1.pdf;8
416;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel i350 Quad Port 1GbE BASE-T, OCP NIC 3.0 (Qty=1);BOQ1.pdf;8
417;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;8
418;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel Ethernet i350 Quad Port 1GbE BASE-T Adapter, PCIe Full Height, V2, FIRMWARE RESTRICTIONS APPLY (Qty=1);BOQ1.pdf;8
419;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=1);BOQ1.pdf;8
420;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;8
421;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Cables Required, No GPU Blanks (Qty=1);BOQ1.pdf;8
422;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;8
423;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Assembly BOSS Blank (Qty=1);BOQ1.pdf;8
424;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;8
425;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Media Required (Qty=1);BOQ1.pdf;8
426;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;8
427;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;8
428;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;8
429;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Quick Sync (Qty=1);BOQ1.pdf;8
430;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;8
431;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;8
432;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;8
433;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;8
434;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;8
435;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Fan Foam, HDD 2U (Qty=1);BOQ1.pdf;8
436;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;8
437;Spesifikasi Hardware - Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;8
438;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Specification each unit : (Qty=1);BOQ1.pdf;8
439;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge R760 Server (Qty=1);BOQ1.pdf;8
440;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;8
441;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;"2.5"" Chassis with up to 24 Drives (16 SAS/SATA + 8 NVMe Direct), Front PERC 12 (Qty=1)";BOQ1.pdf;8
442;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;8
443;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;8
444;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Heatsink for 2 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;8
445;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Performance Optimized (Qty=1);BOQ1.pdf;8
446;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;8
447;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;32GB RDIMM, 4800MT/s Dual Rank (Qty=4);BOQ1.pdf;8
448;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Unconfigured RAID (Qty=1);BOQ1.pdf;8
449;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;8
450;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;8
451;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;3.84TB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;8
452;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Performance BIOS Setting (Qty=1);BOQ1.pdf;8
453;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;8
454;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;8
455;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Spesifikasi Teknis (Qty=1);BOQ1.pdf;9
456;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Dual, Hot-Plug,Power Supply Fault Tolerant Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;9
457;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;9
458;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;9
459;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Riser Config 1, 6x8 FH Slots (Gen4), 2x16 LP Slots (Gen4) (Qty=1);BOQ1.pdf;9
460;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Motherboard supports ALL CPUs (required for CPUs 250W and above) (Qty=1);BOQ1.pdf;9
461;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel i350 Quad Port 1GbE BASE-T, OCP NIC 3.0 (Qty=1);BOQ1.pdf;9
462;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;9
463;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel Ethernet i350 Quad Port 1GbE BASE-T Adapter, PCIe Full Height, V2, FIRMWARE RESTRICTIONS APPLY (Qty=1);BOQ1.pdf;9
464;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=1);BOQ1.pdf;9
465;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;9
466;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Cables Required, No GPU Blanks (Qty=1);BOQ1.pdf;9
467;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;9
468;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;BOSS Blank (Qty=1);BOQ1.pdf;9
469;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;9
470;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Media Required (Qty=1);BOQ1.pdf;9
471;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;9
472;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;9
473;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;9
474;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Quick Sync (Qty=1);BOQ1.pdf;9
475;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;9
476;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;9
477;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;9
478;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;9
479;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;9
480;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Fan Foam, HDD 2U (Qty=1);BOQ1.pdf;9
481;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;9
482;Spesifikasi Hardware - Golden Unit Server Category 4 - Dell R760 - 6444Y 3.6G, 16C x2;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;9
483;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Specification each unit : (Qty=1);BOQ1.pdf;9
484;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;PowerEdge R760 Server (Qty=1);BOQ1.pdf;9
485;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;9
486;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;"2.5"" Chassis with up to 24 Drives (16 SAS/SATA + 8 NVMe Direct), Front PERC 12, 2 CPU (Qty=1)";BOQ1.pdf;9
487;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;9
488;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Intel  Xeon  Gold 6444Y 3.6G, 16C/32T, 16GT/s, 45M Cache, Turbo, HT (270W) DDR5-4800 (Qty=1);BOQ1.pdf;9
489;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Heatsink for 2 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;9
490;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Performance Optimized (Qty=1);BOQ1.pdf;9
491;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;9
492;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;16GB RDIMM, 4800MT/s Single Rank (Qty=16);BOQ1.pdf;9
493;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Unconfigured RAID (Qty=1);BOQ1.pdf;9
494;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;9
495;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;9
496;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;3.84TB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;9
497;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Performance BIOS Setting (Qty=1);BOQ1.pdf;9
498;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;9
499;Spesifikasi Hardware - Server Category 5 - Dell R760 - 6444Y 3.6G, 16C x2;Spesifikasi Teknis (Qty=1);BOQ1.pdf;10
